ip = 17 : 1 , 16 , 0 , 0 , 0 ,  0 
 ip = 18 : 1 , 17 , 0 , 0 , 2 ,  0 
 ip = 19 : 1 , 18 , 0 , 0 , 4 ,  0 
 ip = 20 : 1 , 19 , 0 , 0 , 76 ,  0 
 ip = 21 : 1 , 20 , 0 , 0 , 836 ,  0 
 ip = 22 : 1 , 21 , 6 , 0 , 836 ,  0 
 ip = 23 : 1 , 22 , 132 , 0 , 836 ,  0 
 ip = 24 : 1 , 23 , 134 , 0 , 836 ,  0 
 ip = 25 : 1 , 24 , 134 , 0 , 970 ,  0 
 ip = 27 : 1 , 26 , 134 , 0 , 970 ,  0 
 ip = 28 : 1 , 27 , 27 , 0 , 970 ,  0 
 ip = 29 : 1 , 28 , 756 , 0 , 970 ,  0 
 ip = 30 : 1 , 29 , 785 , 0 , 970 ,  0 
 ip = 31 : 1 , 30 , 23550 , 0 , 970 ,  0 
 ip = 32 : 1 , 31 , 329700 , 0 , 970 ,  0 
 ip = 33 : 1 , 32 , 10550400 , 0 , 970 ,  0 
 ip = 34 : 1 , 33 , 10550400 , 0 , 10551370 ,  0 
 ip = 35 : 0 , 34 , 10550400 , 0 , 10551370 ,  0 
 ip = 1 : 0 , 0 , 10550400 , 0 , 10551370 ,  0 
 ip = 2 : 0 , 1 , 10550400 , 1 , 10551370 ,  0 
 ip = 3 : 0 , 2 , 10550400 , 1 , 10551370 ,  1 
 ip = 4 : 0 , 3 , 1 , 1 , 10551370 ,  1 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 ,  1 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 ,  1 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 ,  1 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 ,  2 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 ,  2 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 ,  2 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 ,  2 
 ip = 4 : 0 , 3 , 2 , 1 , 10551370 ,  2 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 ,  2 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 ,  2 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 ,  2 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 ,  3 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 ,  3 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 ,  3 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 ,  3 
 ip = 4 : 0 , 3 , 3 , 1 , 10551370 ,  3 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 ,  3 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 ,  3 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 ,  3 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 ,  4 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 ,  4 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 ,  4 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 ,  4 
 ip = 4 : 0 , 3 , 4 , 1 , 10551370 ,  4 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 ,  4 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 ,  4 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 ,  4 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 ,  5 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 ,  5 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 ,  5 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 ,  5 
 ip = 4 : 0 , 3 , 5 , 1 , 10551370 ,  5 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 ,  5 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 ,  5 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 ,  5 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 ,  6 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 ,  6 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 ,  6 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 ,  6 
 ip = 4 : 0 , 3 , 6 , 1 , 10551370 ,  6 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 ,  6 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 ,  6 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 ,  6 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 ,  7 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 ,  7 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 ,  7 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 ,  7 
 ip = 4 : 0 , 3 , 7 , 1 , 10551370 ,  7 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 ,  7 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 ,  7 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 ,  7 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 ,  8 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 ,  8 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 ,  8 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 ,  8 
 ip = 4 : 0 , 3 , 8 , 1 , 10551370 ,  8 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 ,  8 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 ,  8 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 ,  8 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 ,  9 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 ,  9 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 ,  9 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 ,  9 
 ip = 4 : 0 , 3 , 9 , 1 , 10551370 ,  9 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 ,  9 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 ,  9 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 ,  9 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 10 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 10 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 10 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 10 
 ip = 4 : 0 , 3 , 10 , 1 , 10551370 , 10 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 10 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 10 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 10 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 11 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 11 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 11 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 11 
 ip = 4 : 0 , 3 , 11 , 1 , 10551370 , 11 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 11 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 11 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 11 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 12 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 12 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 12 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 12 
 ip = 4 : 0 , 3 , 12 , 1 , 10551370 , 12 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 12 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 12 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 12 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 13 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 13 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 13 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 13 
 ip = 4 : 0 , 3 , 13 , 1 , 10551370 , 13 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 13 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 13 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 13 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 14 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 14 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 14 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 14 
 ip = 4 : 0 , 3 , 14 , 1 , 10551370 , 14 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 14 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 14 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 14 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 15 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 15 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 15 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 15 
 ip = 4 : 0 , 3 , 15 , 1 , 10551370 , 15 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 15 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 15 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 15 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 16 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 16 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 16 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 16 
 ip = 4 : 0 , 3 , 16 , 1 , 10551370 , 16 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 16 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 16 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 16 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 17 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 17 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 17 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 17 
 ip = 4 : 0 , 3 , 17 , 1 , 10551370 , 17 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 17 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 17 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 17 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 18 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 18 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 18 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 18 
 ip = 4 : 0 , 3 , 18 , 1 , 10551370 , 18 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 18 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 18 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 18 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 19 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 19 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 19 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 19 
 ip = 4 : 0 , 3 , 19 , 1 , 10551370 , 19 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 19 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 19 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 19 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 20 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 20 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 20 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 20 
 ip = 4 : 0 , 3 , 20 , 1 , 10551370 , 20 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 20 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 20 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 20 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 21 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 21 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 21 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 21 
 ip = 4 : 0 , 3 , 21 , 1 , 10551370 , 21 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 21 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 21 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 21 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 22 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 22 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 22 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 22 
 ip = 4 : 0 , 3 , 22 , 1 , 10551370 , 22 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 22 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 22 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 22 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 23 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 23 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 23 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 23 
 ip = 4 : 0 , 3 , 23 , 1 , 10551370 , 23 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 23 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 23 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 23 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 24 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 24 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 24 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 24 
 ip = 4 : 0 , 3 , 24 , 1 , 10551370 , 24 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 24 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 24 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 24 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 25 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 25 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 25 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 25 
 ip = 4 : 0 , 3 , 25 , 1 , 10551370 , 25 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 25 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 25 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 25 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 26 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 26 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 26 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 26 
 ip = 4 : 0 , 3 , 26 , 1 , 10551370 , 26 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 26 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 26 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 26 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 27 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 27 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 27 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 27 
 ip = 4 : 0 , 3 , 27 , 1 , 10551370 , 27 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 27 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 27 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 27 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 28 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 28 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 28 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 28 
 ip = 4 : 0 , 3 , 28 , 1 , 10551370 , 28 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 28 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 28 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 28 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 29 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 29 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 29 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 29 
 ip = 4 : 0 , 3 , 29 , 1 , 10551370 , 29 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 29 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 29 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 29 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 30 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 30 
